author,board,title,time,pushs,count
RoroyaZoro (最賤．問天譴),Gossiping,Re: [問卦] 平心而論，蔡英文有做很差嗎?,Tue Nov 27 02:14:25 2018,"[{'push-tag': '推 ', 'push-ipdatetime': ' 11/27 02:15\n', 'push-content': ': 你至少等他出包再來說吧 輸不起', 'push-userid': 'sellgd'}, {'push-tag': '推 ', 'push-ipdatetime': ' 11/27 02:15\n', 'push-content': ': 那看中國台北八卦鄉民哪個貪財？ 錢!!!!!!!!', 'push-userid': 'letgo999'}, {'push-tag': '推 ', 'push-ipdatetime': ' 11/27 02:15\n', 'push-content': ': 居然沒有出現蘇美', 'push-userid': 'cul287'}, {'push-tag': '→ ', 'push-ipdatetime': ' 11/27 02:16\n', 'push-content': ': 他說要睡果菜市場', 'push-userid': 'EBVirus'}, {'push-tag': '推 ', 'push-ipdatetime': ' 11/27 02:19\n', 'push-content': ': 以韓在北農外銷成績來看，中國高雄人有苦頭吃了', 'push-userid': 'swingman'}, {'push-tag': '→ ', 'push-ipdatetime': ' 11/27 02:20\n', 'push-content': ': 但一定還是會有兩岸紅利啦，恭喜發財', 'push-userid': 'swingman'}, {'push-tag': '→ ', 'push-ipdatetime': ' 11/27 02:27\n', 'push-content': ': 看深夜崩潰超紓壓', 'push-userid': 'ANANGON1'}, {'push-tag': '推 ', 'push-ipdatetime': ' 11/27 02:37\n', 'push-content': ':  https://i.imgur.com/WVahgq7.jpg', 'push-userid': 'GA389434'}, {'push-tag': '噓 ', 'push-ipdatetime': ' 11/27 02:38\n', 'push-content': ': 喔', 'push-userid': 'barry630621'}, {'push-tag': '噓 ', 'push-ipdatetime': ' 11/27 02:40\n', 'push-content': ': 不要急，等韓國瑜上任12小時，高雄還沒賺大錢，就可', 'push-userid': 'pchunters123'}, {'push-tag': '→ ', 'push-ipdatetime': ' 11/27 02:40\n', 'push-content': ': 以拼命酸了', 'push-userid': 'pchunters123'}, {'push-tag': '噓 ', 'push-ipdatetime': ' 11/28 19:03\n', 'push-content': ': 全世界的人都貪財怕死愛面子阿  不是的就不是正常人啦', 'push-userid': 'lamda'}, {'push-tag': '噓 ', 'push-ipdatetime': ' 12/02 03:01\n', 'push-content': ': 輸不起齁 哈哈', 'push-userid': 'grayoasis'}]",13
devidevi (凱特),Gossiping,"Re: [爆卦] 武統台灣只需1小時結束!蔡英文被""斬首""了",Sun Sep  9 21:57:34 2018,"[{'push-tag': '→ ', 'push-ipdatetime': '  1.163.223.180 09/09 21:59\n', 'push-content': ': 台北市長吧 會走路的新聞製造機', 'push-userid': 'tbaby'}, {'push-tag': '推 ', 'push-ipdatetime': '    1.200.209.8 09/09 22:00\n', 'push-content': ': 最有存在感的政治人物', 'push-userid': 'johnson326'}, {'push-tag': '→ ', 'push-ipdatetime': '  114.45.165.96 09/09 22:01\n', 'push-content': ': 最後一段說誰?', 'push-userid': 'CYL009'}, {'push-tag': '→ ', 'push-ipdatetime': ' 61.227.183.180 09/09 22:03\n', 'push-content': ': 總統掛了有副總統，副總統掛了還有行政', 'push-userid': 'talentsu'}, {'push-tag': '→ ', 'push-ipdatetime': ' 61.227.183.180 09/09 22:04\n', 'push-content': ': 院長，又不是總統掛了台灣就垮了....', 'push-userid': 'talentsu'}, {'push-tag': '→ ', 'push-ipdatetime': '   1.200.194.87 09/09 22:04\n', 'push-content': ': 再選一個啊', 'push-userid': 'ptta'}, {'push-tag': '→ ', 'push-ipdatetime': ' 61.227.183.180 09/09 22:04\n', 'push-content': ': 台灣總統是人民選出來的，跟大陸不一樣', 'push-userid': 'talentsu'}, {'push-tag': '→ ', 'push-ipdatetime': '   1.200.194.87 09/09 22:04\n', 'push-content': ': 不然拿個西瓜出來也可以  下班前記得放冰箱', 'push-userid': 'ptta'}, {'push-tag': '→ ', 'push-ipdatetime': ' 61.227.183.180 09/09 22:05\n', 'push-content': ': 大陸是權力鬥爭出來的，老大死了會內亂', 'push-userid': 'talentsu'}, {'push-tag': '推 ', 'push-ipdatetime': '   36.231.27.81 09/09 22:10\n', 'push-content': ': 這又不是在下象棋', 'push-userid': 'cat5672'}, {'push-tag': '→ ', 'push-ipdatetime': '  114.32.22.195 09/09 22:13\n', 'push-content': ': 反正她也就是個吉祥物，還有地下總統呢', 'push-userid': 'teyang'}, {'push-tag': '推 ', 'push-ipdatetime': ' 180.217.185.51 09/09 22:18\n', 'push-content': ': 嗯，沒有她沒有感覺', 'push-userid': 'v19791119'}, {'push-tag': '噓 ', 'push-ipdatetime': '180.217.135.154 09/09 22:29\n', 'push-content': ': 假哭柯:我肏~林北怎麼會掛了~神會掛掉嗎?', 'push-userid': 'ahwii'}]",13
Salcea (5457),Gossiping,[新聞] 選戰觀察／蔡英文管不住陳水扁的那張嘴,Fri Sep  7 08:57:05 2018,"[{'push-tag': '→ ', 'push-ipdatetime': '111.250.180.167 09/07 08:57\n', 'push-content': ': 這還要觀察？', 'push-userid': 'kent'}, {'push-tag': '噓 ', 'push-ipdatetime': ' 115.82.243.235 09/07 08:58\n', 'push-content': ': 民主國家能管什麼', 'push-userid': 'sayt5943'}, {'push-tag': '噓 ', 'push-ipdatetime': '   61.218.9.190 09/07 08:59\n', 'push-content': ': 民主可貴的地方就是誰都可以說話', 'push-userid': 'bitch'}, {'push-tag': '→ ', 'push-ipdatetime': ' 111.83.185.248 09/07 08:59\n', 'push-content': ': 510才是管不住吧', 'push-userid': 'haha7456'}, {'push-tag': '噓 ', 'push-ipdatetime': '113.196.174.254 09/07 09:00\n', 'push-content': ': 卸任總統任內都不敢獨立 下台才叫人獨立', 'push-userid': 'jeff0025'}, {'push-tag': '→ ', 'push-ipdatetime': ' 180.217.244.50 09/07 09:00\n', 'push-content': ': 管什麼？阿扁沒有言論自由？', 'push-userid': 'excia'}, {'push-tag': '→ ', 'push-ipdatetime': ' 49.216.214.115 09/07 09:00\n', 'push-content': ': 一般人有阿 但是他是保外就醫', 'push-userid': 'lesnaree2'}, {'push-tag': '推 ', 'push-ipdatetime': '   36.225.157.7 09/07 09:01\n', 'push-content': ': 沒有，保外就醫怎麼會有?', 'push-userid': 'rainnawind'}, {'push-tag': '→ ', 'push-ipdatetime': '175.180.171.244 09/07 09:01\n', 'push-content': ': 狀態這麼好那回去坐牢吧', 'push-userid': 'mpacd74rsic'}, {'push-tag': '噓 ', 'push-ipdatetime': '    1.162.21.13 09/07 09:02\n', 'push-content': ': 新潮流都管不住了，管的了阿扁？', 'push-userid': 'ebod221'}, {'push-tag': '噓 ', 'push-ipdatetime': ' 114.41.104.107 09/07 09:04\n', 'push-content': ': 早就不知道縮到哪裡去了', 'push-userid': 'kilger'}, {'push-tag': '噓 ', 'push-ipdatetime': '  1.161.228.231 09/07 09:04\n', 'push-content': ': 現在是510的時代了還管什麼扁不扁', 'push-userid': 'flyinmagic'}, {'push-tag': '噓 ', 'push-ipdatetime': '   101.14.51.88 09/07 09:08\n', 'push-content': ': 先管好你們家的510好嗎', 'push-userid': 'kenny945'}]",13
givemorning (morning),Gossiping,Re: [ＦＢ] 蔡英文 民進黨蓋了2萬戶公宅給年輕人,Fri Aug  3 17:16:53 2018,"[{'push-tag': '推 ', 'push-ipdatetime': '  103.3.192.190 08/03 17:18\n', 'push-content': ': 推', 'push-userid': 'TyuzuChou'}, {'push-tag': '推 ', 'push-ipdatetime': '  218.211.33.66 08/03 17:19\n', 'push-content': ': XDDDDDDDDDDDDDDD', 'push-userid': 'paericsson'}, {'push-tag': '→ ', 'push-ipdatetime': ' 49.159.236.101 08/03 17:21\n', 'push-content': ': 王世堅跟個小丑似的無腦上竄下跳', 'push-userid': 'vickyshan'}, {'push-tag': '推 ', 'push-ipdatetime': '   42.72.97.171 08/03 17:22\n', 'push-content': ': 應該可以~', 'push-userid': 'cheneden'}, {'push-tag': '推 ', 'push-ipdatetime': '223.136.109.163 08/03 17:31\n', 'push-content': ': 笑死！！', 'push-userid': 'leon868'}, {'push-tag': '→ ', 'push-ipdatetime': ' 211.21.159.187 08/03 17:47\n', 'push-content': ': 兩個都在做假帳啊   大綠小綠 半斤八兩', 'push-userid': 'CenaC'}, {'push-tag': '→ ', 'push-ipdatetime': ' 211.21.159.187 08/03 17:47\n', 'push-content': ': 笑民進黨等於笑柯文哲跟柯粉', 'push-userid': 'CenaC'}, {'push-tag': '噓 ', 'push-ipdatetime': '  112.104.21.17 08/03 18:05\n', 'push-content': ': 都蓋好了，怎麼還在秀下限。當多久市議', 'push-userid': 'hita999'}, {'push-tag': '→ ', 'push-ipdatetime': '  112.104.21.17 08/03 18:05\n', 'push-content': ': 員了？', 'push-userid': 'hita999'}, {'push-tag': '推 ', 'push-ipdatetime': '   101.10.32.55 08/03 18:32\n', 'push-content': ': 推 有才', 'push-userid': 'jullei'}, {'push-tag': '→ ', 'push-ipdatetime': '223.140.188.185 08/03 19:11\n', 'push-content': ': 推', 'push-userid': 'kyowu221'}, {'push-tag': '→ ', 'push-ipdatetime': '  203.73.90.132 08/03 19:36\n', 'push-content': ': 總統用的是「我們」,指的是國家不是黨派', 'push-userid': 'artdeco1'}, {'push-tag': '→ ', 'push-ipdatetime': '  123.192.42.25 08/03 20:26\n', 'push-content': ': 樓上每篇推很不錯唷 下去領個五百吧', 'push-userid': 'ccc101419'}]",13
Karevik (Tim),Gossiping,Re: [ＦＢ] 蔡英文 民進黨蓋了2萬戶公宅給年輕人,Fri Aug  3 12:40:31 2018,"[{'push-tag': '噓 ', 'push-ipdatetime': '  111.71.44.170 08/03 12:43\n', 'push-content': ': 人家打那麼多，你打這麼幾句屁話就想反', 'push-userid': 'protoss97'}, {'push-tag': '→ ', 'push-ipdatetime': '  111.71.44.170 08/03 12:43\n', 'push-content': ': 駁，戰力也太弱了吧？', 'push-userid': 'protoss97'}, {'push-tag': '噓 ', 'push-ipdatetime': ' 218.173.119.96 08/03 12:43\n', 'push-content': ': 要反串用點功好嗎 就這點內容', 'push-userid': 'xbit'}, {'push-tag': '噓 ', 'push-ipdatetime': '  49.159.130.51 08/03 12:43\n', 'push-content': ': 人家的文章打這個多 你才打這麼一點就以', 'push-userid': 'Neo1110'}, {'push-tag': '噓 ', 'push-ipdatetime': '  60.248.45.103 08/03 12:44\n', 'push-content': ':', 'push-userid': 'rockyegg'}, {'push-tag': '→ ', 'push-ipdatetime': '  101.11.50.234 08/03 12:46\n', 'push-content': ': 唉 dpp急了 沒選票 也 沒政績 更 沒經濟 啾', 'push-userid': 'a520'}, {'push-tag': '→ ', 'push-ipdatetime': '  101.11.50.234 08/03 12:46\n', 'push-content': ': 咪', 'push-userid': 'a520'}, {'push-tag': '噓 ', 'push-ipdatetime': '   42.75.67.125 08/03 12:47\n', 'push-content': ': 字數那麼少 這就是你工作的態度嗎', 'push-userid': 'q76211635'}, {'push-tag': '→ ', 'push-ipdatetime': ' 223.141.95.203 08/03 12:51\n', 'push-content': ': 選不上了......', 'push-userid': 'enock11'}, {'push-tag': '噓 ', 'push-ipdatetime': '  223.141.45.41 08/03 13:05\n', 'push-content': ': 用點心好嗎加油', 'push-userid': 'douglas228'}, {'push-tag': '推 ', 'push-ipdatetime': '  39.12.203.177 08/03 13:06\n', 'push-content': ': 隨便幾個字這樣就可以領500了嗎？', 'push-userid': 'pat00175'}, {'push-tag': '推 ', 'push-ipdatetime': '  203.73.90.132 08/03 19:35\n', 'push-content': ': 總統用的是「我們」,指的是國家不是黨派', 'push-userid': 'artdeco1'}, {'push-tag': '→ ', 'push-ipdatetime': '  123.192.42.25 08/03 20:28\n', 'push-content': ': artdeolc每篇推辛苦了 下去領個五百吧', 'push-userid': 'ccc101419'}]",13
ilovesumika (老夫),Gossiping,Re: [爆卦] 安倍推特感謝蔡英文總統慰問,Wed Jun 20 14:59:25 2018,"[{'push-tag': '推 ', 'push-ipdatetime': ' 06/20 14:59\n', 'push-content': ': [新聞] 剛讚有良心 日航 全日空竟偷改回中國台灣', 'push-userid': 'outdowave'}, {'push-tag': '→ ', 'push-ipdatetime': ' 06/20 15:00\n', 'push-content': ': 皇民:台日友好  捐錢囉', 'push-userid': 'outdowave'}, {'push-tag': '推 ', 'push-ipdatetime': ' 06/20 15:01\n', 'push-content': ': 川普就能嗆不要改 安倍呵呵', 'push-userid': 'lesnaree2'}, {'push-tag': '→ ', 'push-ipdatetime': ' 06/20 15:01\n', 'push-content': ': 難道美航都是官股?', 'push-userid': 'lesnaree2'}, {'push-tag': '推 ', 'push-ipdatetime': ' 06/20 15:01\n', 'push-content': ': 他只是寫做琉球念做沖繩啦 懂?', 'push-userid': 'uytqazescf'}, {'push-tag': '推 ', 'push-ipdatetime': ' 06/20 15:01\n', 'push-content': ': 安倍狗狗', 'push-userid': 'flavorBZ'}, {'push-tag': '→ ', 'push-ipdatetime': ' 06/20 15:02\n', 'push-content': ': 琉ㄔㄨㄥ球ㄕㄥ 小學程度 回去重念啦', 'push-userid': 'uytqazescf'}, {'push-tag': '→ ', 'push-ipdatetime': ' 06/20 15:09\n', 'push-content': ': 桃園國際機場都是寫 琉球(沖繩)', 'push-userid': 'WINDHEAD'}, {'push-tag': '→ ', 'push-ipdatetime': ' 06/20 15:10\n', 'push-content': ': 航班去那霸的會寫沖繩  因為是沖繩島', 'push-userid': 'WINDHEAD'}, {'push-tag': '→ ', 'push-ipdatetime': ' 06/20 15:11\n', 'push-content': ': 但是去石垣島的就寫石垣島  不會寫沖繩也不寫琉球', 'push-userid': 'WINDHEAD'}, {'push-tag': '噓 ', 'push-ipdatetime': ' 06/20 16:03\n', 'push-content': ': 台灣何時稱為夷州?不要說那個三國志沒有證據的說法', 'push-userid': 'ahwii'}, {'push-tag': '→ ', 'push-ipdatetime': ' 06/20 17:07\n', 'push-content': ': 三國時期吳國太守的臨海水土志有說夷州四面環山，原', 'push-userid': 'ilovesumika'}, {'push-tag': '→ ', 'push-ipdatetime': ' 06/20 17:08\n', 'push-content': ': 住民喝小米酒，會獵人頭啊，靠那就是台灣啊', 'push-userid': 'ilovesumika'}]",13
kusowan (你感受一下),Gossiping,Re: [新聞] 民調：蔡英文聲望再陷低迷32%　賴清德不,Sun Jun 17 13:25:41 2018,"[{'push-tag': '噓 ', 'push-ipdatetime': ' 06/17 13:27\n', 'push-content': ': 喔', 'push-userid': 'tantamount'}, {'push-tag': '推 ', 'push-ipdatetime': ' 06/17 13:27\n', 'push-content': ': 我為我當初投民進黨，跟各位道歉。', 'push-userid': 'Gamblers5566'}, {'push-tag': '推 ', 'push-ipdatetime': ' 06/17 13:30\n', 'push-content': ': 喔 喔', 'push-userid': 'cmq29'}, {'push-tag': '推 ', 'push-ipdatetime': ' 06/17 13:32\n', 'push-content': ': 游盈隆是深綠獨派的靠民調做低想把小英拉下只做一屆並', 'push-userid': 'lu670320'}, {'push-tag': '→ ', 'push-ipdatetime': ' 06/17 13:32\n', 'push-content': ': 供賴', 'push-userid': 'lu670320'}, {'push-tag': '推 ', 'push-ipdatetime': ' 06/17 13:32\n', 'push-content': ': 這家根本快要綠到變黑了，每次都把賴民調訂的比蔡高的', 'push-userid': 'sawkuanwoo'}, {'push-tag': '→ ', 'push-ipdatetime': ' 06/17 13:32\n', 'push-content': ': 上台', 'push-userid': 'lu670320'}, {'push-tag': '→ ', 'push-ipdatetime': ' 06/17 13:33\n', 'push-content': ': 連賴都可以搞到死亡交叉，真相一定很慘', 'push-userid': 'sawkuanwoo'}, {'push-tag': '→ ', 'push-ipdatetime': ' 06/17 13:35\n', 'push-content': ': 那張塑化臉 再加上無能 應該是沒辦法選2020', 'push-userid': 'mayjan'}, {'push-tag': '推 ', 'push-ipdatetime': ' 06/17 13:39\n', 'push-content': ': 小心惡犬吠 XD', 'push-userid': 'antiyahoo'}, {'push-tag': '推 ', 'push-ipdatetime': ' 06/17 13:58\n', 'push-content': ': DPP是被自己搞死的', 'push-userid': 'okane'}, {'push-tag': '推 ', 'push-ipdatetime': ' 06/17 14:42\n', 'push-content': ': 我也道歉', 'push-userid': 'qwer1102'}, {'push-tag': '推 ', 'push-ipdatetime': ' 06/17 22:52\n', 'push-content': ': 這家民調就是挺賴的,他們還支持賴出來選2020', 'push-userid': 'Angoboy'}]",13
deepinheart (心深處),Gossiping,Re: [新聞] 台灣失業率降、薪資成長！　蔡英文：經濟,Tue Jun 12 22:55:39 2018,"[{'push-tag': '推 ', 'push-ipdatetime': ' 06/12 22:56\n', 'push-content': ': 覺青會說你不尊重專業', 'push-userid': 'xzcb2008'}, {'push-tag': '推 ', 'push-ipdatetime': ' 06/12 22:57\n', 'push-content': ': 他們一定有看過 可是不會改 這可是政績阿~~~', 'push-userid': 'sorrywow'}, {'push-tag': '推 ', 'push-ipdatetime': ' 06/12 22:57\n', 'push-content': ': 一定都知道啦 但不這麼作 數據能看嗎?', 'push-userid': 'ethan0419'}, {'push-tag': '推 ', 'push-ipdatetime': ' 06/12 22:58\n', 'push-content': ': 你是官員改一次這些5%的大老掉跟他年薪一樣的零頭在路上', 'push-userid': 'fhjqwefs'}, {'push-tag': '→ ', 'push-ipdatetime': ' 06/12 22:58\n', 'push-content': ': 那失業率下降?', 'push-userid': 'skynate'}, {'push-tag': '→ ', 'push-ipdatetime': ' 06/12 22:58\n', 'push-content': ': 給他撿 換作是你改不改', 'push-userid': 'fhjqwefs'}, {'push-tag': '推 ', 'push-ipdatetime': ' 06/12 23:03\n', 'push-content': ': 覺青:你沒有台灣價值  滾!', 'push-userid': 'ddss'}, {'push-tag': '噓 ', 'push-ipdatetime': ' 06/12 23:09\n', 'push-content': ': 那你學過統計學嗎？', 'push-userid': 'sanders'}, {'push-tag': '噓 ', 'push-ipdatetime': ' 06/12 23:10\n', 'push-content': ': 可是你連邏輯都沒修   拿股息去跟受薪階級平均', 'push-userid': 'm4vu0'}, {'push-tag': '→ ', 'push-ipdatetime': ' 06/12 23:11\n', 'push-content': ': 長年以來..沒有一個政府自已說算錯了.沒幫到真正的年輕者', 'push-userid': 'iamznon'}, {'push-tag': '推 ', 'push-ipdatetime': ' 06/12 23:31\n', 'push-content': ': 失業率 政府自己神統計 實際應該更高', 'push-userid': 'ghgn'}, {'push-tag': '噓 ', 'push-ipdatetime': ' 06/13 02:59\n', 'push-content': ': 你才有沒有修過統計吧，哪個世界的統計是大家都一樣的？', 'push-userid': 'Scion'}, {'push-tag': '噓 ', 'push-ipdatetime': '   106.1.22.252 07/27 18:44\n', 'push-content': ': 你知道郭台銘不是受薪階級嗎', 'push-userid': 'sading7'}]",13
scopeowl (看海...),Gossiping,Re: [新聞] 蔡英文震怒 農委會急穩蕉價,Tue Jun 12 07:58:23 2018,"[{'push-tag': '推 ', 'push-ipdatetime': ' 06/12 07:59\n', 'push-content': ': 三天...', 'push-userid': 'Workforme'}, {'push-tag': '推 ', 'push-ipdatetime': ' 06/12 08:00\n', 'push-content': ': 全部用業務推廣費買回家鄉', 'push-userid': 'Mradult'}, {'push-tag': '→ ', 'push-ipdatetime': ' 06/12 08:01\n', 'push-content': ': 會神隱', 'push-userid': 'ElsaKing'}, {'push-tag': '→ ', 'push-ipdatetime': ' 06/12 08:01\n', 'push-content': ': 會變成溪州鄉親得吃生香蕉 很不方便', 'push-userid': 'ElsaKing'}, {'push-tag': '推 ', 'push-ipdatetime': ' 06/12 08:12\n', 'push-content': ': 真的! 短短一年可以做到媒體一致稱讚，這人才改拉去當', 'push-userid': 'howard0730'}, {'push-tag': '→ ', 'push-ipdatetime': ' 06/12 08:12\n', 'push-content': ': 農委會主委啊', 'push-userid': 'howard0730'}, {'push-tag': '→ ', 'push-ipdatetime': ' 06/12 08:14\n', 'push-content': ': 請大家支持510進農委會，照顧更多農民', 'push-userid': 'howard0730'}, {'push-tag': '→ ', 'push-ipdatetime': ' 06/12 08:19\n', 'push-content': ': 北農實習生呢？？？', 'push-userid': 'hoberg'}, {'push-tag': '推 ', 'push-ipdatetime': ' 06/12 08:26\n', 'push-content': ': 幹我真的會被你笑死 XDDD', 'push-userid': 'changrabbit'}, {'push-tag': '→ ', 'push-ipdatetime': ' 06/12 08:37\n', 'push-content': ': 鬍子強: 學我 ??', 'push-userid': 'nosay'}, {'push-tag': '推 ', 'push-ipdatetime': ' 06/12 09:05\n', 'push-content': ': 今年農委會，明年行政院長，後年選總統。農民甚幸，黎', 'push-userid': 'hippo998'}, {'push-tag': '→ ', 'push-ipdatetime': ' 06/12 09:05\n', 'push-content': ': 民甚幸！', 'push-userid': 'hippo998'}, {'push-tag': '推 ', 'push-ipdatetime': ' 06/12 11:28\n', 'push-content': ': 三天...', 'push-userid': 'tonyd'}]",13
qweerrt123 (GanPow),Gossiping,Re: [ＦＢ] 蔡英文:大家別忘記今天的約定喔,Sun Jun 10 19:28:55 2018,"[{'push-tag': '→ ', 'push-ipdatetime': ' 06/10 19:30\n', 'push-content': ': 造謠關三天喔', 'push-userid': 'grant790110'}, {'push-tag': '推 ', 'push-ipdatetime': ' 06/10 19:30\n', 'push-content': ': 兩年前有甚麼約定??? 484想被中離3天', 'push-userid': 'kkjjrtlym'}, {'push-tag': '推 ', 'push-ipdatetime': ' 06/10 19:30\n', 'push-content': ': 關三天', 'push-userid': 'popy8789'}, {'push-tag': '推 ', 'push-ipdatetime': ' 06/10 19:30\n', 'push-content': ': 你準備被關三天了', 'push-userid': 'adi5566'}, {'push-tag': '推 ', 'push-ipdatetime': ' 06/10 19:30\n', 'push-content': ': 他那是文宣，不是約定', 'push-userid': 'venomsoul'}, {'push-tag': '推 ', 'push-ipdatetime': ' 06/10 19:32\n', 'push-content': ': 關3天                           我是說蔡母豬 幹', 'push-userid': 'FlashMan'}, {'push-tag': '→ ', 'push-ipdatetime': ' 06/10 19:32\n', 'push-content': ': 假新聞，關三天!', 'push-userid': 'gong0304'}, {'push-tag': '推 ', 'push-ipdatetime': ' 06/10 19:36\n', 'push-content': ': 圖和事績、政績都要收好，選舉前很好用', 'push-userid': 'wadeabc'}, {'push-tag': '推 ', 'push-ipdatetime': ' 06/10 19:37\n', 'push-content': ': 造謠關三天', 'push-userid': 'gn02118620'}, {'push-tag': '推 ', 'push-ipdatetime': ' 06/10 19:40\n', 'push-content': ': 為何要作假圖 這些我們蔡總統沒說過 關三天！', 'push-userid': 'fsuhcikt'}, {'push-tag': '推 ', 'push-ipdatetime': ' 06/10 19:43\n', 'push-content': ': 她是在講反話啦 你反著看就會發現沒錯了', 'push-userid': 'dbjdx'}, {'push-tag': '→ ', 'push-ipdatetime': ' 06/10 19:55\n', 'push-content': ': 少女心噴發', 'push-userid': 'newstyle'}, {'push-tag': '推 ', 'push-ipdatetime': ' 06/10 22:15\n', 'push-content': ': 政客的話要反著思考', 'push-userid': 'cangyisu'}]",13
parkinque (英文老師),Gossiping,Re: [新聞] 蕉價崩盤　蔡英文怒飆農委會：要我說話你,Sun Jun 10 18:25:12 2018,"[{'push-tag': '→ ', 'push-ipdatetime': ' 06/10 18:29\n', 'push-content': ': 因為陳是蔡拉拔的 他不好好做事是削蔡的面子', 'push-userid': 'q76211635'}, {'push-tag': '推 ', 'push-ipdatetime': ' 06/10 18:32\n', 'push-content': ': 那吳就也是蔡拉拔的', 'push-userid': 'dbjdx'}, {'push-tag': '→ ', 'push-ipdatetime': ' 06/10 18:32\n', 'push-content': ': 資進黨真會演', 'push-userid': 'coollfd'}, {'push-tag': '→ ', 'push-ipdatetime': ' 06/10 18:34\n', 'push-content': ': 寫""據""了解,就知道八成是假新聞了', 'push-userid': 'peiring'}, {'push-tag': '→ ', 'push-ipdatetime': ' 06/10 18:35\n', 'push-content': ': 吳的事情幕後黑手根本就是蔡', 'push-userid': 'dbjdx'}, {'push-tag': '→ ', 'push-ipdatetime': ' 06/10 18:38\n', 'push-content': ': 吳根本就蔡派來搞柯的  凡事一副事不關己 我的後面有靠山', 'push-userid': 'dbjdx'}, {'push-tag': '→ ', 'push-ipdatetime': ' 06/10 18:39\n', 'push-content': ': 要不然你想怎樣的樣子', 'push-userid': 'dbjdx'}, {'push-tag': '推 ', 'push-ipdatetime': ' 06/10 18:44\n', 'push-content': ': 通常是副地在做事XD', 'push-userid': 'loveyou9527'}, {'push-tag': '→ ', 'push-ipdatetime': ' 06/10 18:53\n', 'push-content': ': 農委會主委林聰賢 新潮流系的啊 花媽人馬 誰敢動?', 'push-userid': 'nikewang'}, {'push-tag': '→ ', 'push-ipdatetime': ' 06/10 19:18\n', 'push-content': ': 農委會:跟上次一樣推給柯P就好 嘻嘻', 'push-userid': 'FIREEX'}, {'push-tag': '推 ', 'push-ipdatetime': ' 06/10 19:30\n', 'push-content': ': 政務官是負責應酬的', 'push-userid': 'R3210'}, {'push-tag': '推 ', 'push-ipdatetime': ' 06/11 08:24\n', 'push-content': ': 沒影片新聞稿， 就三個字據了解，可憐…', 'push-userid': 'kickflip'}, {'push-tag': '→ ', 'push-ipdatetime': ' 06/11 14:09\n', 'push-content': ': 那是新潮瘤的 不能罵', 'push-userid': 'freexyz2007'}]",13
longyin (龍吟),Gossiping,Re: [新聞] 蔡英文：外交遭遇中國打壓 我們沒有灰心,Sat Jun  9 08:02:51 2018,"[{'push-tag': '→ ', 'push-ipdatetime': ' 06/09 08:04\n', 'push-content': ': 改也罵 不改也罵 9.2真麻煩 唉', 'push-userid': 'gankgf'}, {'push-tag': '推 ', 'push-ipdatetime': ' 06/09 08:06\n', 'push-content': ': 不改也酸改也酸7.77真麻煩', 'push-userid': 'blue010679'}, {'push-tag': '噓 ', 'push-ipdatetime': ' 06/09 08:11\n', 'push-content': ': 國民遭政府欺騙', 'push-userid': 'cpg811106'}, {'push-tag': '噓 ', 'push-ipdatetime': ' 06/09 08:13\n', 'push-content': ': 中共造謠帳號為何不用刪除!', 'push-userid': 'deeplythink'}, {'push-tag': '噓 ', 'push-ipdatetime': ' 06/09 08:15\n', 'push-content': ': 五毛造謠帳號', 'push-userid': 'meredith001'}, {'push-tag': '噓 ', 'push-ipdatetime': ' 06/09 08:15\n', 'push-content': ': 支那五毛', 'push-userid': 'AVR0'}, {'push-tag': '噓 ', 'push-ipdatetime': ' 06/09 08:17\n', 'push-content': ': 造謠五毛，你開始顯露出真正意圖了喔！', 'push-userid': 'shinshong'}, {'push-tag': '→ ', 'push-ipdatetime': ' 06/09 08:18\n', 'push-content': ': 平常裝理性，現在不掩飾了啊？', 'push-userid': 'shinshong'}, {'push-tag': '噓 ', 'push-ipdatetime': ' 06/09 08:42\n', 'push-content': ': 不懂就別亂吹，中國人', 'push-userid': 'geordie'}, {'push-tag': '推 ', 'push-ipdatetime': ' 06/09 08:54\n', 'push-content': ': 民進黨就是欠罵死不改名。', 'push-userid': 'kkchen'}, {'push-tag': '噓 ', 'push-ipdatetime': ' 06/09 09:12\n', 'push-content': ': 你好可憐，都不能批評自己政府', 'push-userid': 'xup6lin'}, {'push-tag': '推 ', 'push-ipdatetime': ' 06/09 09:15\n', 'push-content': ': 批評DPP的不是9.2就是五毛 厲害了我的黨', 'push-userid': 'blue010679'}, {'push-tag': '噓 ', 'push-ipdatetime': ' 06/09 09:34\n', 'push-content': ': 這個帳號的確是五毛啊 還是造謠過的呢', 'push-userid': 'spaceview'}]",13
